ProjectID,ProjectType,ProjectLocation,ContractorCategory,ConstructionPhase,ProjectBudgetMillion,EstimatedDurationDays,WorkersAssigned,EquipmentUtilization,MaterialDelayDays,SupplierIssues,WeatherDisruptionDays,SafetyIncidents,InspectionFailures,ChangeRequests,CostOverrunPercent,ScheduleVarianceDays,QualityScore,SiteProductivityScore,ProjectDelayed
PRJ_109914,Bridge Construction,Urban,Medium,Foundation,5.0,160,564,72.59,10,2,8,0,1,1,15.87,17.32,79.7,82.92,Yes
PRJ_124851,Industrial,Urban,Medium,Planning,83.09,1151,144,63.99,7,2,6,1,2,2,0.0,3.24,93.13,79.68,No
PRJ_116465,commercial,Urban,Large,Finishing,137.52,754,31,57.48,3,1,6,1,1,4,31.23,-22.07,95.03,39.97,Yes
PRJ_123301,Commercial,Urban,Medium,Planning,85.26,630,375,55.01,4,2,6,1,0,2,11.12,46.15,89.02,68.18,No
PRJ_131123,Residential,Rural,Medium,Foundation,144.44,251,778,82.05,5,0,9,0,3,4,0.0,7.83,77.63,81.47,No
PRJ_128970,Industrial,Semi-Urban,Large,Finishing,45.17,975,685,81.24,6,1,11,1,1,1,8.57,-4.58,76.37,87.04,No
PRJ_121655,Commercial,Semi-Urban,Small,Foundation,211.73,65,294,68.24,9,1,3,1,0,2,8.72,-43.67,82.96,77.41,No
PRJ_111071,commercial,Urban,Medium,Finishing,165.2,473,350,50.09,4,0,9,2,2,0,19.47,10.1,80.61,68.81,Yes
PRJ_129894,Residential,Semi-Urban,Medium,Finishing,124.66,210,694,74.51,8,2,2,0,3,1,32.63,24.36,71.51,61.21,Yes
PRJ_109947,Residential,Semi-Urban,Medium,Structural,31.33,221,353,56.78,11,1,6,1,1,5,11.08,22.85,66.54,72.36,Yes
PRJ_118431,Residential,Semi-Urban,Large,Planning,5.0,1107,116,56.58,6,1,0,1,0,2,10.42,-15.89,69.34,70.19,Yes
PRJ_118677,Bridge Construction,Urban,Medium,Finishing,122.94,151,196,33.81,4,3,5,1,2,2,6.29,19.64,100.0,67.7,Yes
PRJ_116139,Residential,Rural,Medium,Foundation,67.38,1426,799,65.5,3,2,3,3,2,2,16.43,31.95,73.72,84.24,Yes
PRJ_108549,Commercial,Urban,Large,Structural,160.78,852,788,61.07,13,4,8,1,2,2,1.3,0.76,82.69,91.37,Yes
PRJ_119645,Bridge Construction,Urban,Small,Inspection,,852,794,91.22,9,4,4,0,0,6,0.7,35.2,77.67,75.93,Yes
PRJ_122122,Road Construction,Rural,Medium,Foundation,134.57,1152,91,80.33,6,0,6,1,1,4,6.85,-12.85,75.25,70.06,Yes
PRJ_114080,Residential,Urban,Medium,Structural,87.69,1455,209,40.07,7,2,5,1,3,5,4.64,13.86,69.89,73.91,Yes
PRJ_123730,Bridge Construction,Rural,Small,Foundation,82.77,113,616,57.46,5,2,3,2,0,1,0.0,27.9,91.55,71.48,Yes
PRJ_121488,Residential,Semi-Urban,Large,Inspection,94.01,1049,789,70.7,10,2,7,0,4,6,17.76,6.59,84.79,85.84,Yes
PRJ_128149,Road Construction,Rural,Medium,Planning,119.19,514,658,48.87,4,2,6,0,2,10,0.0,15.02,94.71,76.16,No
PRJ_128612,Bridge Construction,Urban,Medium,Planning,48.94,199,90,53.9,9,1,7,0,3,3,22.21,24.32,100.0,67.67,No
PRJ_131815,Bridge Construction,Urban,Small,Finishing,41.18,984,533,54.33,7,2,10,0,2,4,0.0,8.68,66.21,67.46,Yes
PRJ_115022,Industrial,urban,Large,Structural,51.64,689,275,64.48,9,3,2,1,1,1,8.45,27.32,67.99,81.39,No
PRJ_115988,Road Construction,Rural,Medium,Foundation,5.0,1179,766,32.91,8,4,3,1,1,3,14.35,16.49,80.07,59.89,Yes
PRJ_108285,Industrial,Semi-Urban,Large,Planning,56.98,666,422,100.0,5,0,5,0,1,2,24.96,23.86,71.14,71.1,No
PRJ_116857,Road Construction,Urban,Large,Planning,182.16,355,16,36.74,5,2,6,2,2,2,14.33,40.02,86.66,62.1,Yes
PRJ_104628,Commercial,Urban,Large,Finishing,201.1,1185,510,57.61,5,1,5,0,3,4,11.72,-23.15,91.68,63.8,No
PRJ_114257,Commercial,Urban,Medium,Finishing,216.3,996,69,73.85,3,0,6,0,1,4,15.1,18.47,68.36,75.54,Yes
PRJ_103835,Residential,Semi-Urban,Small,Structural,103.96,1163,393,67.1,3,1,1,1,1,1,1.71,37.34,88.48,81.04,No
PRJ_108486,Commercial,Urban,Medium,Inspection,128.15,1474,546,53.0,6,5,6,2,0,2,19.58,5.14,94.03,95.32,Yes
PRJ_111459,Industrial,Rural,Large,Planning,80.24,1177,786,93.15,14,4,4,0,2,4,1.45,27.85,84.93,58.64,Yes
PRJ_103493,Bridge Construction,Semi-Urban,Medium,Finishing,132.07,1023,369,73.62,5,1,8,0,1,0,15.34,-35.58,89.84,54.38,No
PRJ_116858,Road Construction,urban,Large,Inspection,124.31,922,601,87.02,6,1,4,0,0,3,1.83,13.79,74.42,75.34,Yes
PRJ_109093,Industrial,Rural,Medium,Structural,161.85,950,623,88.05,6,2,3,0,6,5,3.52,-5.62,91.38,100.0,Yes
PRJ_118322,Road Construction,urban,Small,Foundation,81.76,65,470,86.5,6,1,1,1,1,2,19.23,10.36,79.02,81.47,No
PRJ_117426,commercial,Urban,Large,Inspection,90.23,370,278,62.15,7,2,1,2,2,4,3.14,-23.3,75.11,84.22,Yes
PRJ_131324,Road Construction,Semi-Urban,Small,Foundation,78.9,1349,396,81.73,5,1,7,2,0,4,24.77,-36.31,74.82,68.36,Yes
PRJ_122025,Residential,Urban,Medium,Finishing,134.53,608,508,33.37,6,0,4,1,1,3,0.0,-31.96,74.87,66.42,No
PRJ_131799,Road Construction,Semi-Urban,Medium,Planning,117.19,1159,680,,4,2,5,1,0,4,2.77,4.54,86.56,77.8,Yes
PRJ_119938,Infrastructure,Rural,Medium,Foundation,32.0,1460,178,64.06,12,1,5,1,1,1,9.18,-9.5,91.08,74.69,Yes
PRJ_104041,Infrastructure,Rural,Medium,Inspection,116.74,1385,611,61.39,9,1,6,0,1,0,7.92,22.53,75.43,,Yes
PRJ_106981,Industrial,Urban,Small,Finishing,155.84,1296,326,78.83,4,0,3,0,4,4,12.86,-23.4,85.14,100.0,No
PRJ_105595,Industrial,Semi-Urban,Large,Finishing,105.81,1366,611,67.17,2,1,2,1,2,2,0.0,3.59,87.53,65.82,Yes
PRJ_101793,Infrastructure,Urban,Large,Finishing,99.74,919,690,100.0,3,3,2,0,4,2,9.1,3.02,81.53,100.0,No
PRJ_120840,Bridge Construction,Urban,Medium,Foundation,95.43,1060,387,63.86,8,3,7,0,1,4,5.92,-7.9,95.59,91.3,Yes
PRJ_103873,Road Construction,Rural,Medium,Foundation,39.25,1191,774,58.49,8,0,3,0,1,9,10.04,3.68,74.46,72.49,Yes
PRJ_118338,Bridge Construction,Rural,Small,Foundation,174.86,367,282,78.4,4,3,4,2,1,1,0.0,-15.91,99.68,73.53,No
PRJ_104349,Road Construction,Rural,Medium,Structural,60.06,189,387,88.37,8,1,9,0,1,1,1.09,9.32,87.86,76.95,No
PRJ_124402,Residential,Semi-Urban,Small,Foundation,189.31,160,102,42.11,9,4,2,1,1,5,0.0,27.36,83.68,89.29,Yes
PRJ_122408,Commercial,Rural,Small,Structural,102.05,354,735,100.0,9,2,5,0,3,2,26.1,-31.03,87.1,73.01,Yes
PRJ_131886,Road Construction,Semi-Urban,Medium,Planning,,1272,708,,9,1,2,0,2,3,17.37,28.79,88.66,58.16,Yes
PRJ_109647,Industrial,Urban,Medium,Planning,843.6,353,205,62.32,10,4,3,1,0,3,0.0,-2.47,80.59,,Yes
PRJ_130952,Bridge Construction,Semi-Urban,Medium,Foundation,144.86,124,445,61.17,10,2,3,1,5,2,0.0,4.81,78.43,71.2,No
PRJ_119943,Industrial,Semi-Urban,Small,Foundation,111.84,101,300,90.81,8,0,3,0,1,3,25.11,8.33,70.94,100.0,Yes
PRJ_130194,Infrastructure,Semi-Urban,Small,Foundation,105.37,522,670,53.43,6,4,2,2,2,2,13.02,35.88,82.08,71.09,No
PRJ_126528,Commercial,Semi-Urban,Medium,Finishing,202.47,1209,209,64.95,10,4,1,1,1,4,13.26,53.95,85.97,86.2,Yes
PRJ_124872,Bridge Construction,urban,Medium,Inspection,213.13,973,758,57.23,7,1,4,1,0,2,0.0,17.46,67.85,73.31,No
PRJ_113879,Road Construction,Urban,Medium,Foundation,195.74,259,726,71.9,8,0,10,0,1,2,0.0,-5.62,80.79,82.32,Yes
PRJ_106817,Bridge Construction,Urban,Large,Foundation,194.27,1041,686,50.45,5,4,2,1,3,4,3.09,17.35,65.17,64.42,Yes
PRJ_100240,Bridge Construction,Urban,Large,Structural,249.93,373,126,64.87,4,2,6,0,1,2,5.47,48.4,84.26,76.39,Yes
PRJ_112999,Commercial,Urban,Large,Structural,123.27,421,281,76.21,8,4,4,2,0,2,9.2,28.2,75.84,52.78,No
PRJ_122842,Residential,Semi-Urban,Medium,Structural,119.74,106,285,74.18,7,1,6,1,0,3,8.94,27.03,88.84,68.99,No
PRJ_131879,Residential,Urban,Medium,Structural,72.64,516,354,94.89,11,1,6,0,3,2,1.08,12.27,64.9,55.18,Yes
PRJ_123227,Residential,Urban,Medium,Finishing,231.6,1479,379,62.75,8,3,7,1,4,0,14.7,-19.28,76.27,85.98,No
PRJ_109609,Infrastructure,Semi-Urban,Large,Structural,199.84,486,201,73.3,2,2,15,3,1,5,8.49,20.79,62.45,84.69,Yes
PRJ_120915,Infrastructure,Urban,Small,Inspection,46.15,1132,129,100.0,4,2,6,0,0,3,0.62,-0.54,78.41,71.31,No
PRJ_127935,Road Construction,Semi-Urban,Small,Structural,119.18,671,599,77.52,5,1,5,1,2,5,10.28,-24.48,75.61,73.29,Yes
PRJ_119076,Bridge Construction,Urban,Small,Planning,176.13,575,440,90.17,6,2,8,0,0,8,11.68,37.87,67.75,69.21,Yes
PRJ_111042,Infrastructure,Semi-Urban,Small,Foundation,174.9,872,98,68.02,7,2,5,0,1,2,0.0,3.76,69.64,66.97,Yes
PRJ_107258,Residential,Urban,Small,Finishing,173.19,1405,107,100.0,6,2,7,2,2,2,20.83,34.2,79.96,65.94,Yes
PRJ_126404,Industrial,Urban,Medium,Inspection,,144,116,63.99,5,4,4,2,1,5,12.13,7.01,79.62,77.26,Yes
PRJ_111039,Infrastructure,Rural,Large,Inspection,105.9,375,514,83.36,9,2,1,1,2,2,18.19,43.05,100.0,79.07,Yes
PRJ_113689,Road Construction,Urban,Medium,Planning,88.86,88,258,64.38,9,0,5,0,3,2,0.0,29.28,88.49,48.29,No
PRJ_115890,Infrastructure,Semi-Urban,Large,Finishing,127.64,948,772,68.53,3,0,3,0,2,4,0.62,10.67,80.51,78.48,Yes
PRJ_102768,Commercial,Rural,Medium,Finishing,239.47,610,707,51.61,4,4,5,2,2,4,0.0,13.6,82.18,86.38,Yes
PRJ_119150,Road Construction,Urban,Medium,Planning,35.73,893,546,78.76,2,1,4,1,1,3,9.87,-5.61,72.62,80.34,No
PRJ_116749,Road Construction,Urban,Medium,Planning,110.05,292,716,60.21,9,5,1,0,0,3,6.21,35.37,86.37,74.88,No
PRJ_115558,Industrial,Urban,Medium,Inspection,62.13,920,327,87.74,7,1,5,2,0,3,11.15,0.03,77.52,86.75,Yes
PRJ_109220,Industrial,Semi-Urban,Large,Planning,79.01,823,53,58.51,8,4,3,1,0,2,0.0,-14.37,71.99,69.87,Yes
PRJ_120350,Bridge Construction,Urban,Large,Inspection,135.46,1401,677,67.48,5,2,9,0,1,1,9.61,28.03,85.83,76.34,Yes
PRJ_109304,Commercial,Urban,Large,Planning,132.83,714,168,79.47,4,4,10,0,0,2,9.32,31.52,,52.05,Yes
PRJ_119670,Industrial,Rural,Medium,Structural,115.01,157,513,83.86,5,1,4,0,2,3,0.0,1.77,87.71,80.66,No
PRJ_130460,Industrial,Urban,Medium,Planning,136.88,666,255,74.93,8,2,8,0,2,4,3.14,38.16,65.93,82.06,Yes
PRJ_115958,Infrastructure,Semi-Urban,Medium,Inspection,105.81,627,253,75.42,6,2,7,0,0,4,15.09,22.64,91.17,98.49,Yes
PRJ_118703,Residential,Urban,Small,Foundation,140.49,69,410,77.86,5,0,6,0,0,7,12.93,43.12,87.79,52.8,Yes
PRJ_116490,Residential,Semi-Urban,Large,Foundation,148.54,396,761,46.52,9,2,7,1,3,1,11.82,6.08,68.98,67.43,Yes
PRJ_109984,Infrastructure,Rural,Small,Inspection,77.33,127,153,90.15,7,4,6,3,4,4,0.0,-12.15,80.34,85.2,Yes
PRJ_114355,Bridge Construction,Urban,Small,Foundation,106.39,1469,24,,10,0,2,0,1,1,8.26,27.35,92.92,80.51,Yes
PRJ_100294,Residential,Urban,Small,Structural,87.9,160,271,59.28,7,2,3,1,2,4,9.71,15.25,63.09,60.4,Yes
PRJ_131944,Infrastructure,Rural,Medium,Structural,208.36,1451,591,52.28,5,2,5,0,1,2,5.14,24.01,87.35,63.67,No
PRJ_104075,Commercial,Urban,Small,Finishing,142.83,747,207,79.43,4,2,8,0,1,7,5.12,24.17,99.8,95.61,Yes
PRJ_105398,Industrial,Urban,Medium,Foundation,,542,584,89.85,10,0,6,0,2,3,12.24,-4.43,100.0,99.6,No
PRJ_119100,Infrastructure,Urban,Medium,Structural,77.62,154,230,77.09,2,2,4,2,3,5,0.0,20.79,87.23,82.26,Yes
PRJ_116764,commercial,Urban,Small,Foundation,147.79,1147,736,88.49,9,0,5,3,2,2,19.47,10.68,83.81,65.57,Yes
PRJ_129727,Commercial,Urban,Medium,Finishing,79.76,1042,301,59.61,6,0,5,3,0,6,20.83,13.98,97.68,63.57,Yes
PRJ_120015,Commercial,Rural,Large,Structural,22.85,894,558,55.01,10,1,4,3,0,3,13.69,9.6,,88.18,Yes
PRJ_109839,Industrial,Urban,Medium,Inspection,45.11,1220,432,71.39,5,2,4,2,2,2,10.95,8.6,85.56,97.15,Yes
PRJ_128604,Commercial,Rural,Medium,Inspection,160.26,1495,577,56.91,6,0,5,2,0,4,0.0,11.88,96.01,64.84,Yes
PRJ_111933,Road Construction,Urban,Small,Structural,93.26,985,592,100.0,2,3,4,3,0,0,0.0,32.03,91.45,95.35,No
PRJ_125403,Residential,Urban,Small,Structural,181.76,1113,620,93.45,5,3,9,1,0,3,30.45,-4.85,90.97,59.63,Yes
PRJ_106595,Commercial,Rural,Medium,Foundation,65.03,438,107,41.34,8,0,8,1,3,3,13.56,16.55,84.25,75.14,Yes
PRJ_112762,Bridge Construction,Semi-Urban,Large,Foundation,167.2,1201,167,62.45,6,0,5,2,1,2,15.24,11.89,67.26,83.31,Yes
PRJ_116754,Commercial,Rural,Small,Foundation,144.35,1321,225,84.88,6,0,5,0,1,4,0.0,27.61,87.52,90.07,No
PRJ_128177,Residential,Semi-Urban,Medium,Finishing,116.89,964,327,61.02,5,1,7,0,0,3,2.2,-39.14,85.35,75.02,Yes
PRJ_122919,Industrial,Urban,Medium,Inspection,52.65,238,323,52.44,4,2,1,2,3,5,0.0,-32.31,83.1,76.98,No
PRJ_115454,Infrastructure,Urban,Medium,Inspection,120.48,1099,361,57.81,3,2,0,0,0,2,0.0,12.17,77.47,68.69,No
PRJ_115627,Industrial,Semi-Urban,Small,Structural,110.64,1146,621,62.71,7,4,6,0,1,2,20.51,18.16,98.71,75.41,No
PRJ_127365,Bridge Construction,Semi-Urban,Small,Planning,81.75,387,697,23.3,4,1,4,0,1,1,0.0,18.88,97.89,73.96,No
PRJ_119557,Bridge Construction,Semi-Urban,Large,Foundation,101.0,1352,280,69.31,5,1,5,2,1,5,0.0,1.59,90.8,53.44,No
PRJ_120218,Bridge Construction,Urban,Medium,Structural,159.49,85,46,61.88,11,1,4,0,3,4,0.0,-8.83,86.04,52.24,No
PRJ_100442,Bridge Construction,Urban,Large,Foundation,,1138,82,88.24,8,2,3,0,2,4,23.24,37.62,82.42,92.01,Yes
PRJ_108300,Residential,Semi-Urban,Medium,Inspection,79.4,90,777,55.92,6,1,6,0,2,3,23.09,-2.34,78.95,82.52,No
PRJ_131729,Infrastructure,Urban,Large,Inspection,,929,173,27.59,10,2,8,0,2,3,13.93,22.54,82.46,70.87,Yes
PRJ_115568,Bridge Construction,Urban,Large,Structural,199.74,411,435,48.1,3,2,2,0,0,6,5.2,14.81,73.35,88.57,No
PRJ_113195,Road Construction,Rural,Small,Structural,92.84,483,438,86.39,3,1,8,1,1,4,14.59,20.45,89.96,76.62,No
PRJ_121946,Infrastructure,Urban,Medium,Planning,239.92,1358,307,40.36,11,3,2,3,1,4,0.0,-22.34,66.77,76.74,Yes
PRJ_107644,Infrastructure,Urban,Large,Structural,124.1,1377,464,62.44,5,1,1,2,1,2,9.01,31.88,88.38,93.17,Yes
PRJ_117876,Commercial,Urban,Large,Inspection,15.47,889,600,83.6,8,3,11,0,2,4,13.61,6.67,68.46,58.75,Yes
PRJ_123895,Bridge Construction,Urban,Medium,Inspection,88.53,489,633,61.82,10,2,7,1,3,6,0.0,38.5,70.35,81.22,Yes
PRJ_128618,Commercial,Urban,Medium,Foundation,118.1,1458,82,73.57,4,1,6,0,0,2,9.47,39.79,85.86,87.06,No
PRJ_127801,Residential,Semi-Urban,Medium,Inspection,98.89,862,730,85.54,9,2,5,2,3,0,0.0,11.83,90.51,62.25,Yes
PRJ_118069,Bridge Construction,Urban,Medium,Planning,187.9,776,211,61.1,7,3,5,2,3,4,12.05,23.68,99.12,62.73,Yes
PRJ_108746,Residential,Semi-Urban,Medium,Inspection,159.33,1160,770,68.16,8,2,4,1,1,5,10.94,6.77,87.17,80.36,Yes
PRJ_120216,Commercial,Rural,Large,Foundation,201.03,766,136,53.74,7,4,5,0,4,4,19.31,19.5,74.63,62.22,Yes
PRJ_122996,Commercial,Semi-Urban,Medium,Finishing,223.28,811,439,,12,4,3,0,2,3,15.89,29.85,89.8,84.75,Yes
PRJ_110561,Infrastructure,Urban,Medium,Inspection,30.58,490,554,75.96,4,1,6,0,3,0,15.78,7.45,86.79,75.64,No
PRJ_120744,Road Construction,Semi-Urban,Medium,Planning,200.87,871,118,44.84,8,2,2,1,3,2,9.56,7.26,94.29,75.41,No
PRJ_115006,Commercial,Urban,Small,Foundation,58.22,620,490,89.39,7,1,3,1,0,5,1.83,15.76,85.49,67.73,No
PRJ_112270,Infrastructure,Semi-Urban,Small,Inspection,105.31,808,259,39.12,6,1,7,0,2,1,0.0,-13.74,63.79,85.62,Yes
PRJ_126363,Residential,Rural,Large,Finishing,137.5,1065,344,71.55,6,5,4,1,2,3,3.52,26.39,83.38,67.34,Yes
PRJ_110939,Commercial,Urban,Medium,Inspection,,368,681,88.7,4,3,4,0,1,5,5.35,29.73,77.86,85.19,Yes
PRJ_122912,Bridge Construction,Urban,Medium,Finishing,122.34,1261,135,38.78,8,0,3,4,1,2,7.08,6.23,88.05,68.51,Yes
PRJ_108232,Residential,Rural,Medium,Finishing,70.31,388,660,49.17,6,3,2,1,1,3,12.77,57.6,74.27,70.47,No
PRJ_102448,Commercial,Urban,Medium,Foundation,56.14,366,252,67.28,3,1,6,0,1,4,0.0,8.87,77.55,67.83,Yes
PRJ_109947,Residential,Semi-Urban,Medium,Structural,31.33,221,353,56.78,11,1,6,1,1,5,11.08,22.85,66.54,72.36,Yes
PRJ_104388,Infrastructure,Urban,Small,Foundation,178.29,1338,16,61.25,10,2,6,0,2,5,12.11,1.58,81.94,60.92,No
PRJ_100966,Bridge Construction,Urban,Medium,Structural,42.86,1397,39,86.6,2,3,3,2,1,2,0.0,40.01,67.86,89.09,Yes
PRJ_117048,Bridge Construction,Semi-Urban,Medium,Structural,126.19,109,82,58.38,5,3,10,0,3,4,8.08,8.9,87.96,86.01,Yes
PRJ_112865,Residential,Rural,Medium,Finishing,41.32,327,701,66.23,10,1,5,1,2,0,0.1,38.85,100.0,63.08,Yes
PRJ_122133,Road Construction,Semi-Urban,Small,Finishing,113.19,1142,405,44.92,4,2,7,0,0,0,13.39,29.98,89.0,57.86,No
PRJ_122389,Residential,Rural,Medium,Foundation,99.99,663,286,97.64,9,2,5,2,2,1,11.23,24.98,89.17,91.4,No
PRJ_126800,Infrastructure,Urban,Medium,Foundation,37.11,1042,86,92.46,5,0,7,2,1,3,6.79,27.2,76.95,78.21,No
PRJ_110393,Bridge Construction,Urban,Medium,Foundation,168.76,824,361,62.35,2,2,5,0,0,3,11.22,16.19,89.71,72.48,No
PRJ_101768,Infrastructure,Urban,Small,Finishing,60.0,1278,367,84.85,10,4,4,0,1,4,21.98,6.94,77.9,78.11,No
PRJ_131631,Commercial,Semi-Urban,Large,Inspection,148.09,1401,144,89.09,2,4,4,1,3,1,16.64,-27.46,85.36,62.78,No
PRJ_127524,Residential,Urban,Medium,Finishing,483.40000000000003,1176,291,47.31,9,3,4,2,4,3,13.23,3.28,58.43,90.89,Yes
PRJ_112892,Residential,Semi-Urban,Small,Planning,54.6,516,584,84.72,7,3,8,1,2,0,13.85,22.71,78.88,61.84,Yes
PRJ_116990,Infrastructure,Urban,Medium,Inspection,133.51,1339,538,50.72,2,1,6,2,4,2,2.14,15.09,69.7,74.29,Yes
PRJ_116936,Industrial,Semi-Urban,Large,Finishing,142.43,254,325,68.01,5,3,4,0,2,1,3.66,21.52,85.88,83.87,No
PRJ_125595,Bridge Construction,Urban,Medium,Planning,198.08,1034,266,78.96,13,0,4,0,2,3,7.08,-6.37,65.11,74.05,Yes
PRJ_106054,Commercial,Urban,Medium,Planning,83.51,774,357,54.19,6,3,2,0,0,2,5.79,-5.42,89.11,64.62,No
PRJ_131769,Road Construction,Semi-Urban,Large,Finishing,153.19,170,568,,6,5,7,4,1,1,11.33,8.11,78.15,70.65,Yes
PRJ_121349,Residential,Urban,Small,Finishing,44.84,1283,270,86.77,6,3,6,1,2,3,14.63,19.31,,71.29,No
PRJ_108582,Commercial,Semi-Urban,Medium,Structural,279.97,1213,737,75.33,4,0,3,1,2,1,23.24,40.58,90.82,77.24,Yes
PRJ_115687,Bridge Construction,Urban,Small,Finishing,121.12,743,318,61.3,5,0,6,0,2,1,4.13,-3.11,85.36,68.06,No
PRJ_131182,Industrial,Urban,Small,Foundation,23.73,215,514,58.21,6,2,7,1,3,3,12.36,-14.49,97.59,69.1,Yes
PRJ_131516,Commercial,Semi-Urban,Medium,Inspection,143.29,690,203,85.19,4,1,12,1,2,4,0.0,8.5,84.07,70.75,Yes
PRJ_131327,Industrial,Urban,Medium,Planning,179.82,1293,621,58.18,10,4,5,1,1,0,0.0,51.46,80.06,64.92,Yes
PRJ_117907,Commercial,Urban,Small,Inspection,135.35,507,373,64.66,6,3,6,1,2,1,8.17,-10.7,70.44,85.94,No
PRJ_124960,Industrial,Semi-Urban,Medium,Finishing,136.33,254,474,88.17,6,2,4,0,4,4,13.27,-9.61,83.24,81.31,No
PRJ_117105,Residential,Semi-Urban,Large,Finishing,74.08,910,486,82.29,4,4,8,2,5,0,0.0,18.91,97.67,69.72,Yes
PRJ_115604,Industrial,Semi-Urban,Small,Foundation,134.33,1090,218,84.78,4,2,3,1,0,1,5.7,6.08,65.6,76.07,No
PRJ_131140,commercial,Rural,Large,Structural,5.0,1442,732,58.48,8,1,5,0,3,2,0.0,-3.73,82.45,78.39,Yes
PRJ_128790,Industrial,Urban,Medium,Structural,167.23,551,485,81.53,6,1,6,1,1,2,0.0,-13.35,88.8,68.74,Yes
PRJ_121005,Bridge Construction,Rural,Large,Structural,203.46,582,335,89.81,4,1,4,1,1,1,23.28,40.06,85.2,68.46,No
PRJ_121809,Commercial,Semi-Urban,Medium,Foundation,123.32,1038,510,65.19,8,2,8,2,0,1,18.36,-11.71,89.46,53.59,Yes
PRJ_100414,Bridge Construction,Urban,Medium,Planning,197.06,1031,176,75.36,5,2,3,0,3,1,0.0,30.41,80.9,74.3,No
PRJ_110640,Infrastructure,Rural,Large,Finishing,151.51,356,787,65.79,3,2,3,2,0,4,10.22,-0.15,78.2,69.14,Yes
PRJ_106865,Commercial,Semi-Urban,Large,Inspection,55.01,252,413,76.0,4,3,4,2,1,5,8.05,-27.82,88.86,93.63,No
PRJ_123082,Commercial,Urban,Large,Foundation,90.45,676,248,78.76,3,2,6,2,3,2,0.0,-1.83,82.73,83.46,Yes
PRJ_108254,Road Construction,Semi-Urban,Small,Inspection,152.49,418,245,53.86,2,2,1,2,2,2,2.36,41.84,86.55,85.41,Yes
PRJ_127571,Industrial,Urban,Medium,Inspection,109.36,1206,346,75.41,9,0,2,4,0,0,2.55,46.36,88.12,67.32,No
PRJ_117766,Commercial,urban,Medium,Inspection,91.61,971,531,75.37,8,1,7,3,2,1,13.76,18.55,79.59,68.11,Yes
PRJ_127407,Infrastructure,Urban,Medium,Inspection,128.92,1314,126,73.17,9,1,4,1,1,3,7.44,-13.42,67.54,72.54,Yes
PRJ_108585,Industrial,Urban,Medium,Foundation,234.44,818,458,92.79,5,1,6,2,0,4,11.53,34.54,94.72,73.64,No
PRJ_105770,Bridge Construction,Urban,Small,Structural,60.9,860,266,64.99,11,1,6,0,1,3,6.46,31.23,80.46,87.2,No
PRJ_124221,Residential,Rural,Small,Planning,183.84,479,758,84.99,4,1,1,0,1,4,0.0,12.15,80.23,44.78,Yes
PRJ_123883,Residential,Urban,Medium,Foundation,241.07,995,516,84.27,12,2,5,0,1,3,0.0,-20.81,80.94,72.62,No
PRJ_129451,Bridge Construction,Semi-Urban,Small,Foundation,54.71,1052,637,74.68,4,0,2,2,0,4,22.18,19.19,94.62,71.57,Yes
PRJ_124978,Bridge Construction,Urban,Large,Foundation,225.13,214,447,68.53,4,1,8,0,5,4,0.0,13.39,68.8,73.8,Yes
PRJ_117008,Road Construction,Semi-Urban,Small,Planning,718.1999999999999,496,51,74.99,10,4,7,1,3,5,10.95,-50.0,85.19,84.28,Yes
PRJ_111768,Infrastructure,Semi-Urban,Large,Foundation,98.51,142,282,89.55,7,2,4,0,2,1,3.31,19.9,100.0,51.73,Yes
PRJ_129275,Commercial,Urban,Small,Planning,155.85,71,55,79.4,7,1,3,0,0,3,0.0,6.37,81.87,72.41,No
PRJ_118859,Industrial,Urban,Small,Finishing,153.45,122,483,100.0,6,7,4,1,3,3,16.0,0.04,91.26,95.98,Yes
PRJ_125124,Commercial,Semi-Urban,Small,Structural,156.03,431,699,72.09,8,1,3,1,1,1,0.0,-22.17,73.63,,No
PRJ_101061,Road Construction,Semi-Urban,Large,Inspection,105.76,259,395,38.24,7,1,8,4,3,2,16.33,-17.55,77.96,68.29,Yes
PRJ_116041,Industrial,Urban,Large,Planning,5.0,1463,231,37.52,8,6,4,2,0,5,0.0,17.11,90.04,66.89,Yes
PRJ_130959,Bridge Construction,urban,Medium,Finishing,113.61,1419,86,75.82,9,1,7,1,4,4,26.21,18.18,84.11,76.73,Yes
PRJ_129097,Commercial,Urban,Large,Foundation,162.44,122,77,78.95,4,0,6,0,3,2,13.44,16.19,91.03,100.0,No
PRJ_106117,Road Construction,Semi-Urban,Medium,Structural,63.46,1409,531,98.19,3,2,3,1,1,5,0.5,36.48,76.67,47.45,Yes
PRJ_100395,Commercial,Urban,Small,Structural,112.94,215,402,62.2,9,0,6,2,1,1,13.24,-15.85,88.16,68.15,No
PRJ_114654,Commercial,urban,Medium,Planning,128.25,1271,420,76.42,5,2,4,0,1,6,32.93,-15.88,73.87,75.74,Yes
PRJ_129690,Commercial,Urban,Small,Finishing,174.51,295,487,67.22,6,1,5,1,3,3,0.0,44.14,76.08,57.97,Yes
PRJ_109050,Bridge Construction,Urban,Large,Planning,120.19,383,361,58.74,5,2,1,2,0,2,0.0,-16.28,86.46,77.35,Yes
PRJ_125388,Bridge Construction,Urban,Small,Structural,,1068,465,74.71,3,1,4,0,2,2,11.31,-13.48,88.65,69.37,No
